carat,x,y,z,price,volume,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_E,color_F,color_G,color_H,color_I,color_J,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
1.2,6.75,6.79,4.25,9.038,194.788125,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.27,4.2,4.23,2.58,6.009,45.83628000000001,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0.34,4.54,4.59,2.73,6.586,56.889378,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.26,4.07,4.11,2.55,6.178,42.655635000000004,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.71,5.8,5.77,3.48,7.667,116.46167999999997,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.43,4.81,4.85,3.01,6.765,70.21878499999998,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2.05,8.2,8.14,5.03,9.834,335.74244000000004,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.53,7.43,7.38,4.49,8.794,246.201966,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0.71,5.76,5.71,3.56,7.643,117.086976,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.01,6.37,6.41,3.98,8.82,162.51016600000003,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0.68,5.68,5.75,3.47,7.656,113.33019999999999,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1.0,6.33,6.36,3.91,8.383,157.411908,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.9,6.09,6.11,3.86,8.281,143.630214,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.78,6.0,5.99,3.63,7.777,130.4622,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.39,4.66,4.59,2.95,6.89,63.098729999999996,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.37,4.64,4.68,2.84,6.571,61.67116799999999,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0.9,6.0,5.96,3.83,7.963,136.9608,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.36,4.55,4.59,2.84,6.671,59.31197999999999,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0.76,5.83,5.79,3.58,7.88,120.845406,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.5,5.03,5.06,3.16,7.46,80.427688,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0.31,4.33,4.31,2.67,6.687,49.828340999999995,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.3,4.35,4.28,2.68,6.772,49.89624,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.9,6.27,6.31,3.75,8.389,148.36387499999998,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0.91,6.28,6.21,3.8,8.38,148.19544,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.71,5.72,5.77,3.54,8.141,116.83557599999999,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.4,4.73,4.76,2.92,6.685,65.743216,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.09,6.62,6.68,4.08,9.361,180.42412800000002,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0.32,4.36,4.38,2.76,6.378,52.707168,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.67,5.61,5.64,3.4,7.64,107.57736,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0.7,5.65,5.7,3.52,7.625,113.36160000000002,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1.03,6.6,6.62,3.93,8.92,171.70956,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.9,6.12,6.03,3.84,8.131,141.709824,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.31,4.28,4.26,2.71,6.443,49.410888,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0.4,4.73,4.81,2.93,6.783,66.661309,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2.32,8.56,8.6,5.2,9.826,382.8032,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0.33,4.47,4.42,2.77,6.611,54.72799799999999,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.31,4.36,4.39,2.72,6.078,52.061888,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.8,5.93,5.98,3.66,7.883,129.788724,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.5,5.12,5.16,3.15,7.207,83.22048,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.33,4.44,4.46,2.74,6.583,54.25857600000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.08,6.62,6.58,4.04,8.459,175.98078400000003,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.29,4.21,4.25,2.66,6.223,47.594049999999996,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3,4.26,4.31,2.7,6.159,49.57362,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1.09,6.61,6.55,4.11,8.638,177.94450500000002,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.7,7.67,7.6,4.75,9.151,276.887,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.07,6.54,6.47,4.06,8.32,171.794028,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.3,4.27,4.3,2.64,6.702,48.47304,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.33,4.43,4.45,2.77,6.62,54.606395,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.07,6.58,6.55,4.05,8.4,174.55094999999997,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.36,4.56,4.59,2.82,6.447,59.02372799999999,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.21,6.85,6.89,4.2,9.137,198.22529999999998,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.3,4.31,4.3,2.66,6.863,49.297779999999996,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.02,6.4,6.43,4.0,8.371,164.608,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.31,4.39,4.41,2.61,6.438,50.529339,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.53,7.48,7.43,4.63,9.466,257.318732,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.21,6.77,6.71,4.25,8.911,193.06347499999998,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0.36,4.58,4.62,2.79,6.635,59.035284000000004,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.24,6.84,6.88,4.29,8.867,201.88396799999998,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1.04,6.5,6.54,4.03,8.564,171.3153,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.52,5.18,5.2,3.18,7.445,85.65648,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.33,4.55,4.47,2.73,6.75,55.524105,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.32,7.03,6.99,4.35,8.786,213.757695,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.1,6.58,6.54,4.08,9.363,175.575456,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.25,4.13,4.11,2.5,6.324,42.43575,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.91,6.06,6.13,3.9,8.579,144.87642,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.61,5.52,5.54,3.32,7.943,101.52825599999998,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.34,4.51,4.48,2.73,6.64,55.159104000000006,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.51,7.4,7.33,4.56,8.946,247.34352,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.61,5.46,5.51,3.32,7.659,99.88087199999998,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.3,4.33,4.3,2.67,6.515,49.71273,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.01,6.37,6.3,4.06,8.043,162.93185999999997,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.72,5.75,5.73,3.57,7.992,117.62257500000001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.03,8.52,8.42,4.81,9.708,345.06170399999996,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0.53,5.24,5.18,3.16,7.382,85.772512,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.4,4.72,4.75,2.95,6.89,66.139,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.32,4.37,4.4,2.73,6.821,52.49244,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.04,6.49,6.56,3.97,8.562,169.020368,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1.0,6.19,6.13,4.13,8.051,156.711611,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.56,5.29,5.26,3.27,7.437,90.989058,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.71,5.78,5.74,3.49,7.672,115.78842800000001,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.92,6.18,6.13,3.87,8.068,146.608758,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.46,4.95,5.0,3.11,7.578,76.9725,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.05,6.52,6.58,4.04,8.297,173.32246399999997,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.5,5.09,5.07,3.14,7.465,81.031782,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.3,4.23,4.25,2.7,5.976,48.53925000000001,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.76,5.8,5.86,3.62,7.963,123.03656000000001,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1.5,7.27,7.23,4.53,9.456,238.10631300000003,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.0,6.35,6.38,3.94,8.521,159.62122,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1.32,7.07,7.13,4.34,9.149,218.775494,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.29,4.28,4.31,2.6,6.512,47.96168,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.38,4.63,4.65,2.89,7.033,62.22025500000001,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.57,5.31,5.34,3.29,7.86,93.28926599999998,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1.03,6.3,6.24,4.12,7.987,161.96544,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2.0,8.09,7.95,4.88,9.473,313.85964,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2.14,8.27,8.19,5.1,9.725,345.4296299999999,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.3,4.27,4.31,2.59,6.265,47.66558299999999,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0.32,4.4,4.44,2.71,6.808,52.942560000000014,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.27,6.94,6.95,4.33,9.244,208.84889,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.4,4.67,4.71,2.93,6.603,64.447401,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.51,7.25,7.3,4.58,9.1,242.3965,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0.56,5.37,5.34,3.28,7.503,94.05662399999999,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,6.33,6.24,3.98,8.439,157.206816,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3.0,8.93,8.84,5.97,8.993,471.278964,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.01,6.43,6.46,3.94,8.583,163.658932,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1.51,7.37,7.46,4.5,9.596,247.41090000000003,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.2,6.75,6.8,4.23,8.619,194.157,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.74,5.73,5.71,3.64,7.531,119.094612,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.32,4.36,4.39,2.73,6.225,52.253292,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.54,5.22,5.24,3.16,7.416,86.434848,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.59,5.38,5.42,3.32,7.489,96.80987199999998,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.41,4.82,4.78,2.96,7.266,68.19721600000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.7,5.73,5.77,3.52,8.054,116.378592,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.5,5.08,5.11,3.18,7.73,82.54898400000002,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1.22,6.87,6.91,4.19,9.156,198.90642300000002,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0.44,4.93,4.88,3.03,7.196,72.896952,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.15,6.68,6.72,4.11,8.619,184.496256,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1.0,6.5,6.52,3.82,8.235,161.89159999999998,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.71,5.54,5.46,3.56,7.7,107.684304,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.3,4.31,4.26,2.62,6.815,48.104772,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8,5.86,5.84,3.74,7.691,127.99177600000002,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.9,6.1,6.14,3.87,8.385,144.94697999999997,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.24,6.98,6.95,4.24,9.224,205.68664,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.44,4.82,4.85,3.04,6.744,71.06608,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.06,6.56,6.61,4.02,8.429,174.31363199999998,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.37,4.64,4.69,2.85,6.314,62.02056,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.31,4.37,4.4,2.69,6.756,51.72332,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.5,5.05,5.09,3.18,7.27,81.74031000000001,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.59,7.5,7.6,4.63,9.495,263.90999999999997,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.52,5.03,5.13,3.18,7.528,82.056402,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.32,4.42,4.44,2.76,6.735,54.164448,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.06,6.5,6.56,4.1,8.804,174.82399999999998,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1.56,7.44,7.46,4.63,9.282,256.976112,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.0,6.39,6.3,3.99,8.332,160.62543,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.09,6.64,6.61,4.1,8.491,179.95064,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.32,4.42,4.44,2.75,6.509,53.9682,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.76,5.92,5.88,3.63,8.066,126.35884799999998,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.06,6.57,6.49,4.04,8.635,172.262772,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0.3,4.31,4.28,2.68,6.778,49.437424,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.31,4.29,4.33,2.7,6.561,50.15439000000001,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.71,5.68,5.72,3.55,7.77,115.33807999999998,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2.01,8.24,8.31,4.84,9.616,331.416096,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.7,5.76,5.79,3.54,7.694,118.060416,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.34,4.44,4.48,2.73,6.39,54.302976000000015,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1.0,6.46,6.42,3.97,9.111,164.648604,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.7,5.74,5.67,3.51,7.622,114.23575799999999,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.26,4.15,4.23,2.51,6.317,44.06179500000001,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.33,4.44,4.47,2.76,6.361,54.777168,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.31,4.43,4.4,2.67,6.81,52.04364,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.3,4.35,4.37,2.65,6.538,50.375175,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.31,4.3,4.32,2.69,6.299,49.96944,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.14,6.75,6.81,4.16,9.03,191.2248,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.54,5.31,5.36,3.18,7.352,90.50788800000001,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0.3,4.27,4.3,2.64,6.301,48.47304,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.4,4.77,4.8,2.97,6.791,68.00112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.29,4.26,4.3,2.63,6.333,48.17633999999999,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1.24,6.88,6.95,4.29,9.317,205.13064,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.5,4.99,4.84,3.18,6.974,76.80208800000001,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2.01,8.0,7.95,5.07,9.679,322.452,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.02,6.56,6.58,3.93,8.613,169.637664,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.54,5.23,5.28,3.23,7.139,89.19451200000002,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.58,5.33,5.36,3.33,7.475,95.13410400000001,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.52,5.17,5.21,3.16,7.655,85.11681200000001,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.01,6.39,6.36,4.0,8.533,162.5616,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.32,4.37,4.42,2.74,6.043,52.924196,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0.54,5.23,5.27,3.25,7.56,89.576825,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.63,7.5,7.54,4.64,9.245,262.392,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.51,5.16,5.1,3.13,7.442,82.36908,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0.25,4.01,4.07,2.53,6.082,41.29137099999999,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.31,4.38,4.39,2.67,6.347,51.339293999999995,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.0,8.2,8.16,4.73,9.693,316.49376,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.75,5.77,5.75,3.65,7.9,121.09787499999997,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0.4,4.81,4.77,2.89,6.957,66.30729299999999,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.76,5.91,5.96,3.54,8.413,124.691544,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.4,4.72,4.75,2.92,7.028,65.4664,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.4,4.75,4.78,2.91,6.766,66.07155,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.02,6.49,6.54,3.92,8.731,166.382832,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.3,4.25,4.3,2.65,6.489,48.428749999999994,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.73,5.84,5.8,3.58,7.958,121.26176,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.41,4.78,4.81,2.95,6.567,67.82581,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.3,4.28,4.24,2.68,6.317,48.634496000000006,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.44,4.9,4.96,3.0,7.119,72.912,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.3,4.34,4.32,2.66,6.851,49.871808,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.3,4.3,4.22,2.6,6.564,47.17959999999999,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.52,7.26,7.36,4.56,9.314,243.65721599999998,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1.29,6.94,6.99,4.33,8.606,210.05089800000002,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0.3,4.36,4.34,2.6,6.41,49.19824,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.2,6.81,6.77,4.22,9.379,194.55761399999997,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.3,4.31,4.29,2.69,6.292,49.73783099999999,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.7,5.79,5.84,3.42,7.813,115.642512,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1.01,6.39,6.35,4.02,8.872,163.11752999999996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8,5.95,5.97,3.71,8.195,131.784765,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.3,4.33,4.31,2.64,6.564,49.268471999999996,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.9,6.24,6.17,3.82,8.277,147.07305599999998,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.57,5.45,5.47,3.25,7.51,96.88737499999999,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0.34,4.48,4.45,2.77,6.94,55.22272000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.41,4.79,4.82,2.89,6.625,66.723742,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.33,4.43,4.46,2.77,6.501,54.729106,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.32,4.43,4.4,2.68,6.458,52.23856000000001,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.4,4.71,4.67,2.94,6.985,64.667358,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.72,5.75,5.72,3.57,7.745,117.4173,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.9,6.08,6.01,3.83,8.176,139.95126399999998,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.54,5.22,5.27,3.25,7.228,89.40554999999999,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.08,6.65,6.73,4.0,8.393,179.01800000000003,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.3,4.25,4.28,2.67,6.458,48.5673,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0.32,4.4,4.43,2.73,6.702,53.21316,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.3,4.23,4.3,2.7,5.976,49.1103,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.14,6.83,6.81,4.11,8.546,191.165553,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.02,6.59,6.52,3.94,9.017,169.28919199999999,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.3,4.29,4.32,2.67,6.565,49.482576,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.25,4.05,4.08,2.48,6.45,40.97952,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.93,6.27,6.23,3.86,8.23,150.779706,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.01,6.47,6.49,3.96,9.293,166.281588,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.04,6.54,6.46,4.0,8.613,168.9936,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.4,4.75,4.78,2.97,6.836,67.43385,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.12,6.54,6.5,4.15,8.282,176.4165,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.32,4.45,4.42,2.71,6.985,53.30299,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3.01,9.44,9.37,5.62,9.562,497.1047359999999,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.19,6.83,6.78,4.2,8.476,194.49108,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.42,4.83,4.79,2.99,6.931,69.17574300000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.36,7.16,7.12,4.38,8.773,223.288896,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.14,6.75,6.81,4.13,8.711,189.84577499999997,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.55,7.54,7.51,4.57,9.18,258.778078,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3.01,9.35,9.22,5.64,9.837,486.20748000000003,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2.02,8.06,7.99,4.98,9.74,320.70901200000003,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.28,4.17,4.21,2.56,6.471,44.942592,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0.4,4.67,4.71,2.93,6.853,64.447401,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.52,5.21,5.16,3.2,7.504,86.02752000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.51,7.36,7.21,4.55,9.568,241.44848000000002,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.73,5.74,5.77,3.59,7.704,118.90008199999998,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.51,5.11,5.15,3.18,7.518,83.68647000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
